Componente 1,Componente 2,Etiqueta,Evolution 2,Evolution 1,Generation 2,IsBest,Train,Train normalizado,Test,Test normalizado,Tamaño,Tamaño normalizado,Expresión simbólica
-13.430406,-26.837366,-1,36.117794,79.444244,1,0,1.23515159976079,0.2645925940746622,105.04397364667624,0.0503629823113861,100,1.0,9Y / 2Z * 8Y + 2X + 4Z + 7Y - 8Z
-0.16830565,-80.354485,-2,25.8095,56.78141,2,0,1.3970900212485988,0.3320984103934403,144.23826332401006,0.4427075460760748,29,0.0533333333333333,2Y * 9X / 6X * 8X
66.6413,-13.940489,-2,-15.690494,47.32317,3,0,2.081534773879336,0.6174167513216949,196.3990693673717,0.9648501556545368,36,0.1466666666666666,7X * 1Z * 9X * 5Z
-41.199825,39.173172,-2,14.043642,61.75636,4,0,2.645618841053721,0.8525614135777116,123.1356459541176,0.2314651106487616,25,0.0,2Z + 9Y - 8Y * 5Z
-68.705,-67.46935,-2,-14.46519,46.37399,5,0,1.4182957046581142,0.3409382333088728,176.5712591186653,0.7663688557896601,80,0.7333333333333333,3Y + 4Z + 3Z * 9Y + 6Y * 4X + 2Y
-39.133865,70.83371,-2,89.08142,14.176284,6,0,2.6017274018650305,0.8342647832622084,168.86289861517426,0.6892062547071833,100,1.0,2Y * 8Y / 4X * 1Z + 7Y / 9Z
-76.00847,-57.292355,-2,68.25091,38.14518,7,0,2.96695306656771,0.9865131280948076,152.40104466025383,0.5244190124361142,85,0.8,9Y * 6X - 5X - 2Y
53.5815,72.05077,-2,57.024826,38.642525,8,0,0.9844801551616296,0.1600974388174672,119.49593920671975,0.1950307430968723,80,0.7333333333333333,6Z + 4Z - 3X + 9Z
70.30927,41.186615,-2,86.066925,-5.847416,9,0,1.8346218971149448,0.5144883965034845,189.2029999455252,0.8928157153986255,86,0.8133333333333334,4X / 4Y / 9X + 5Z - 8X * 7Y - 3Z
31.46006,76.33218,-2,-26.661291,15.93382,10,0,0.9144840782901752,0.1309188024882549,124.79382420550796,0.2480638863388355,81,0.7466666666666667,8Y / 9Z - 9X * 8Y
63.904346,-57.699177,-2,-13.258489,11.704139,11,0,0.6525393012729328,0.0217242343275393,184.0319534628361,0.8410522571714221,69,0.5866666666666667,6Y * 3X + 8Y * 8X / 2X
20.128609,97.86867,-2,,,,0,1.567270485985785,0.403040013306728,100.20006511161984,0.0018742561028382,48,0.3066666666666666,2Y - 3X * 9Y / 1Z - 3Y
-9.154178,-70.25943,-2,,,,0,2.209315228964769,0.6706834427645065,147.08785801685053,0.4712326959352192,78,0.7066666666666667,3X - 2Y + 8X * 7X / 8X / 4Y + 4Z
85.48073,45.123222,-2,,,,0,1.6181330221539478,0.424242622252337,153.37080161836474,0.5341265201832907,47,0.2933333333333333,9Z - 9Y / 8X - 1Z - 7Z
-49.456127,-80.28534,-2,,,,0,1.3083018094988144,0.2950860654626547,154.00557699868364,0.5404807792279139,29,0.0533333333333333,2Y * 1Y * 7X * 8Z * 1Z + 2Z
14.639733,-52.57691,-2,,,,0,1.743121901455959,0.4763456145535599,100.2225619487496,0.0020994550239675,88,0.84,8X + 8Z / 9Y * 8Y * 3X
-105.88022,-9.727813,-2,,,,0,2.452311061880154,0.7719789346700476,199.8757887529336,0.99965297927732,66,0.5466666666666666,4X * 1Y - 2Y - 4Y
-57.31109,66.21551,-2,,,,0,2.212262498895594,0.6719120447279209,136.31502526018454,0.3633939673035748,81,0.7466666666666667,2Y + 8X + 4Z / 1X - 4Z * 5X
86.5824,7.189295,-2,,,,0,2.1024393489091,0.6261310538894,196.40972844084405,0.9649568556245088,59,0.4533333333333333,9Z - 4Y + 1Z + 7Y * 9X
68.3412,-3.4784834,-2,,,,0,2.041174265284392,0.6005920283516252,139.1356559727848,0.3916291805345577,87,0.8266666666666667,4Z / 4Z * 6Y - 2X + 9X
-73.293175,61.37202,-2,,,,0,2.934272608681632,0.9728899189329396,179.90518658953704,0.7997422969197524,30,0.0666666666666666,7Z / 7Y * 8Z * 2Y - 1X / 4X
-86.3196,19.605898,-2,,,,0,0.6830031139137236,0.0344234104810731,196.7746328193959,0.968609638986508,61,0.48,9X + 4X * 4Y - 9Y * 4Z
-57.297764,-54.839024,-2,,,,0,2.6588871863139065,0.8580924695788696,129.19908382445806,0.2921616280684606,55,0.4,8X + 6Y + 3Y / 2X / 1X
55.53864,-70.25818,-2,,,,0,2.5168199381306606,0.7988701709257088,119.27322688667512,0.1928013375183483,99,0.9866666666666668,7Y / 2Z * 1Y + 9Z / 4X / 5Z + 4Y
79.69458,-1.1474099,-2,,,,0,2.923760618138171,0.9685078797834162,107.34509834382322,0.0733978114383546,63,0.5066666666666667,7X * 9Y / 4Z / 7Y * 2X / 2Z / 2X
47.20494,87.85139,-2,,,,0,2.905129317973889,0.9607412169055476,182.32633027908847,0.8239785459373746,71,0.6133333333333333,5X / 1Z - 4Y + 8Z + 2Y * 4X * 9X
19.818213,-50.05392,-2,,,,0,1.256356967720197,0.2734322854912393,124.93349592451504,0.2494620348986189,68,0.5733333333333334,9X + 4X * 7Z / 8X
7.632358,-50.80823,-2,,,,0,2.190718617238337,0.6629312401443849,160.23608985943318,0.6028497587528759,82,0.76,4X + 1Z / 2X * 1X
-26.270973,-92.186134,-2,,,,0,2.969662751424778,0.9876426901009234,130.76211251100588,0.3078079330078748,26,0.0133333333333333,6Z + 2X * 7X / 7X - 6Y * 2Z - 1X
1.7781342,101.47841,-2,,,,0,0.8290684531762751,0.0953123574783742,162.1647446213197,0.6221560714181786,58,0.44,7Z / 7Y / 2Y + 3Y / 4Y
-82.12428,-10.077617,-2,,,,0,1.0582090937227044,0.1908321596956566,156.66698842995663,0.5671221679505425,70,0.6,3Z + 9X - 5Y - 3Z / 4Y * 1Z + 5Y
-2.6656802,-50.9509,-2,,,,0,2.3637157606495744,0.7350470066159722,158.1436889270901,0.5819043062959144,79,0.72,3X + 4X + 2Y - 1X - 8Z - 3Y
73.37698,4.0333257,-2,,,,0,0.8091889085488977,0.0870253501345505,118.10232100834504,0.1810802791747755,65,0.5333333333333333,1X + 1Y * 4X - 1Z
-12.864868,98.6163,-2,,,,0,1.4192566693381783,0.3413388220300993,126.75796259416128,0.267725398911554,100,1.0,8X - 6Y + 3X + 3Y
14.693647,-52.561607,-2,,,,0,1.6930033464456806,0.4554531423557799,173.17339942897152,0.7323554372875899,78,0.7066666666666667,2Z - 8Z - 4Y + 2X
-93.437546,-37.080627,-2,,,,0,1.748170704023032,0.4784502635651489,120.41858710766708,0.2042666774940946,30,0.0666666666666666,2X * 5Y - 3Z * 7X + 2X
87.46837,35.41833,-2,,,,0,2.143948256026393,0.6434344994442536,108.22161237201357,0.0821719343234759,33,0.1066666666666666,8Z + 8X / 4X / 6Y
-67.952385,-34.744205,-2,,,,0,1.771597615185014,0.4882160297575539,193.8077811061069,0.938910717261233,39,0.1866666666666666,1Z - 6Z * 8Y / 5Z / 9Y * 8Y
82.94926,-17.865332,-2,,,,0,2.894002162731357,0.9561027395692134,152.1706500129991,0.5221127048562334,45,0.2666666666666666,1Y - 7Y * 9Z * 3Y
89.98631,42.372414,-2,,,,0,1.2127615074168,0.2552590372371476,117.43888765056676,0.1744391466657459,50,0.3333333333333333,6Y * 6X + 5X / 8Y * 8Z / 8Z
10.197191,-54.290066,-2,,,,0,0.9892278882631796,0.1620765837031542,168.39759155486306,0.6845484155908896,57,0.4266666666666667,3Y / 8Y / 1Y - 9Z
89.010185,-27.46067,-2,,,,1,1.1551798062609215,0.2312554702896697,159.50570759283443,0.595538451056544,46,0.28,5Y + 4X * 2X + 4Z - 7X + 6Y / 9Z
100.160355,15.080029,-2,,,,0,0.6093854736905002,0.0037350855420472,127.42892183966872,0.2744418674239234,54,0.3866666666666666,5Y / 3Z + 1X + 6X
2.062366,-104.10436,-2,,,,0,0.9872481254262038,0.1612512977382808,161.20364491731817,0.6125352249325,90,0.8666666666666667,2X * 1Z - 8Z * 5Z + 9X
-48.670963,89.03586,-2,,,,0,1.324589136937081,0.3018756174681014,194.81983449298377,0.9490416227540914,84,0.7866666666666666,7Y + 1Z + 7Z - 2Y
-1.7117977,-50.630394,-2,,,,0,1.5981973315528442,0.4159322098403734,125.4282477818645,0.2544146237385131,58,0.44,9Y * 2X * 3Z / 6X - 3X / 8Y + 4X
78.714966,3.251742,-2,,,,0,2.04127791095516,0.6006352341921467,149.46696287168086,0.4950481257874577,30,0.0666666666666666,9Y - 1X + 6Y - 4Y + 9X
14.38124,-52.673725,-2,,,,0,1.0780095493901674,0.1990861979346083,110.20063026163892,0.1019823943925252,49,0.32,1Y - 3Z / 2Y / 9X - 4Z - 6Z - 4Z
12.634781,-92.01282,-2,,,,0,0.866715487532346,0.1110059387967457,106.2942155127806,0.0628782135758205,27,0.0266666666666666,8Z / 4Y + 6Z / 8Y - 3X
-101.872284,7.044396,-2,,,,0,1.211993320744869,0.2549388101539299,159.01499481431247,0.5906262943978078,73,0.64,2Y / 4Y + 5Y * 8Z - 7Y - 3Y
93.948944,29.349648,-2,,,,0,2.6873318659373564,0.8699499478738008,181.9597936913253,0.8203094237562192,57,0.4266666666666667,6Z * 4X / 5X / 4Z
31.679445,-87.01617,-2,,,,0,1.9037834727398808,0.5433191617879646,136.3350170706828,0.3635940902866261,39,0.1866666666666666,6X / 3X / 9X / 2X * 2X - 5Y
14.405618,-52.95476,-2,,,,0,1.872006782295536,0.5300726980479429,102.79426546815804,0.0278428452923189,39,0.1866666666666666,5X + 2Z - 8Z + 7Y / 2Z * 4X * 2X
71.92296,25.573475,-2,,,,0,1.1151817032960991,0.2145818201019275,105.42872476446198,0.0542144364570884,29,0.0533333333333333,7Y / 7X + 5Y / 8Y * 7Z - 6Y
101.1456,-2.897133,-2,,,,0,2.3582818748808774,0.7327818314263617,101.71591766898004,0.0170483162846972,58,0.44,4X / 7Y - 3Y + 6Z / 1Y + 3X
73.88797,-1.911285,-2,,,,0,1.7502621047952154,0.4793220870340876,138.32679716451207,0.3835323031860567,25,0.0,4Z / 6Z * 3X - 4Z
76.452835,69.625175,-2,,,,0,2.7569604959394143,0.8989754099245156,160.80161304711885,0.6085107861677869,100,1.0,1X * 3Z / 7X - 5Y
-72.50059,10.190978,-2,,,,0,1.1070605375063276,0.2111964226090915,198.3972914793137,0.9848528547535392,27,0.0266666666666666,7Z * 7Z - 2Z - 8X / 8Y / 7X * 8X
-18.237953,78.54603,-2,,,,0,2.410713330492864,0.7546384617389857,106.01324590155208,0.0600656380589248,40,0.2,5Z + 8X + 5X - 4X * 8X + 1Y
78.80391,48.917213,-2,,,,0,1.9954176786408555,0.5815178907568891,168.045896021079,0.6810278560421272,59,0.4533333333333333,7Z / 6Z / 2Y / 5Z - 1Z / 1Z
26.139326,-51.23121,-2,,,,0,0.899801501654513,0.1247982085467608,113.89100750798042,0.1389239862101801,45,0.2666666666666666,8X - 6Y + 1Y / 6Z * 4Z - 7Z
14.932372,-52.49901,-2,,,,0,2.1539287387772834,0.647594973710733,164.69771857137857,0.6475117690885434,29,0.0533333333333333,7Y / 5Y / 8X * 9Z + 8Z
78.860634,-15.307047,-2,,,,0,2.795178430693039,0.9149069773676098,151.9200867313407,0.5196045042421382,49,0.32,7X * 9Z + 3X / 5X + 5X * 6Y
90.72558,38.342743,-2,,,,0,0.9156794161731006,0.131417092262987,178.64786600737216,0.7871562059513243,28,0.04,3Z * 8Y * 2Y + 1Z * 6X
-82.12428,-10.077617,-2,,,,0,1.2516493645331908,0.27146986920285,113.05300529094526,0.1305353761094939,63,0.5066666666666667,9X * 5X * 8Y + 3X
11.294648,-52.333458,-3,,,,0,1.6331254934881705,0.4304923992154203,105.2302372663515,0.0522275273562982,51,0.3466666666666667,3Z - 8Z + 9X * 5X + 7Z + 7X * 6Y
-29.002525,-69.05739,-3,,,,0,0.6487833052432967,0.0201585059738776,107.13646772849968,0.0713093672177565,73,0.64,8Z - 9Y * 8Z + 1Y - 4Y - 4Z
-12.478793,98.6439,-3,,,,0,0.8014252890382703,0.0837889997500141,193.92293132904865,0.9400633995616248,91,0.88,8Y + 2Y - 3X - 6Y + 9Z * 6Y - 9Y
64.102585,-56.954315,-3,,,,0,1.6046711485493588,0.4186308918272235,162.07980845959585,0.62130583936668,80,0.7333333333333333,1Z * 8Z + 8Y + 3Z * 6Z - 9Z - 4X
14.881355,-52.510124,-3,,,,0,1.1917544934339102,0.2465020318624736,118.96828751371156,0.1897488187395922,25,0.0,1X - 2Z - 6Y + 9X + 7X / 3Z
14.973307,-52.47535,-3,,,,0,0.7962451572046622,0.0816296046858049,177.18902988576252,0.7725528944370936,67,0.56,6Z * 1X / 7Z - 8Y + 2Z
14.638487,-52.576717,-3,,,,0,2.2093000163037217,0.6706771011990341,118.40675504685784,0.184127739430306,69,0.5866666666666667,9Y - 3Z - 3Y + 7Z - 2Y
-22.41657,75.87643,-3,,,,0,1.5186177754826953,0.3827585945522572,170.93029087084008,0.7099013641059584,81,0.7466666666666667,3Y / 6X / 1Z - 9X * 3Z / 5X / 2Z
88.20409,37.394337,-3,,,,0,2.088371750738168,0.6202668205008784,152.54754299991652,0.5258854971623433,99,0.9866666666666668,9Y - 6Z - 7X + 5Z
-40.476974,77.02479,-3,,,,0,1.134653810993044,0.2226989828694329,167.15134173633322,0.6720731457131024,70,0.6,7Y - 6Y - 6Y * 2Y
14.848664,-52.46026,-3,,,,0,1.8121766638156576,0.5051318535508421,137.71489998108407,0.3774070605683869,33,0.1066666666666666,3Z + 9X * 1Z + 6Z * 2Z
-25.821733,-92.95819,-3,,,,0,1.342487571318927,0.3093367771649405,150.18630899936107,0.5022489589951514,63,0.5066666666666667,4Z + 6X * 4Y * 7Z
-68.21966,62.27021,-3,,,,0,0.6863539889590852,0.0358202596861049,184.36604964544705,0.8443966428485464,85,0.8,1Y / 1Z - 3Y - 1Y
13.17375,-95.16671,-3,,,,0,1.3248463704680582,0.3019828481014102,146.0342291137408,0.4606856092099936,61,0.48,9Z - 6Y / 1X + 9Y
40.40791,-35.305103,-3,,,,0,2.529228271949651,0.8040427216762415,107.11756294154203,0.071120125610037,36,0.1466666666666666,6X / 1X / 1Y - 7Z
-67.05877,4.0035253,-3,,,,0,2.305704847128045,0.7108645177619377,186.20266227816592,0.8627815909652492,85,0.8,6Z + 7Y - 9X - 7Y
39.05305,-36.409355,-3,,,,0,2.1504241927695324,0.6461340650708538,133.88672174813794,0.3390860466864255,100,1.0,2Y + 2X / 9Y - 8Z / 5X + 4Z
47.80555,-22.683104,-3,,,,0,2.498413090036961,0.7911970733679777,172.4932747185546,0.7255472201975267,30,0.0666666666666666,4X / 1Z - 9Z / 5X / 9Z
89.409096,40.951756,-3,,,,0,2.3396175194066915,0.7250013890781347,151.3888513615727,0.5142867063913833,81,0.7466666666666667,3Z / 1Z * 6Y + 1X - 2Y
-68.26201,62.232235,-3,,,,0,1.6481668383130628,0.4367625496319046,174.72492645358764,0.7478866077375079,83,0.7733333333333333,3Y - 6Y - 3Y - 5Z / 4X - 7Y / 4Y
95.11368,-1.3820297,-3,,,,0,2.129264522810327,0.6373134233694673,141.31268446602527,0.4134217758721812,88,0.84,3Y - 1X * 6Y / 8Y * 1Y + 6Z
-105.14743,-9.35023,-3,,,,0,2.8955776678976384,0.9567595062672406,199.31326812416307,0.9940220082220836,92,0.8933333333333333,9Y + 9X / 3Y * 4Y * 1X / 8Y + 3Y
1.6672771,102.00885,-3,,,,0,1.1532510585481353,0.2304514505417409,102.7086796573205,0.0269861100920144,33,0.1066666666666666,4X - 1X * 9X + 3Y
64.132675,-56.602547,-3,,,,0,2.998091838509969,0.9994936684743784,127.60558320961226,0.276210291566705,72,0.6266666666666667,4Y * 6X - 7Y + 3X + 1Y - 4Y + 2Z
88.707085,35.935844,-3,,,,0,2.9806778546944623,0.9922344573370372,146.3502609410505,0.4638491662087899,84,0.7866666666666666,3X + 3X / 2X * 9Y
-67.029205,4.013406,-3,,,,0,1.0776992293674357,0.1989568376119492,125.657694141136,0.2567114387204117,60,0.4666666666666667,7Z / 7Y * 7X * 5Z - 1Z
-26.828476,75.42594,-3,,,,0,2.024071330330163,0.5934624813613261,175.2742234384959,0.7533852068368999,35,0.1333333333333333,9X / 7Y * 5Z / 3X
-18.237953,78.54603,-3,,,,0,2.20285747213976,0.667991455637207,178.61547031863856,0.7868319170697378,97,0.96,4Z + 6Y - 2Z - 4Z + 2X
89.07171,36.104073,-3,,,,0,2.2827348755783543,0.7012892318845357,106.9747855398007,0.0696908883955646,50,0.3333333333333333,6Y / 4X / 3Z * 7X - 5Z * 9X - 4Z
43.21017,86.47054,-3,,,,0,1.1401787438437048,0.2250021120389263,145.24673861021603,0.4528026338934914,80,0.7333333333333333,9Z + 8Y * 1Y / 3X * 7X
12.114954,-56.671528,-3,,,,0,2.5052271095866003,0.7940375725397271,146.10164716036007,0.461360480583055,80,0.7333333333333333,6Y * 4Y * 4Y + 4X - 6X
-67.034004,4.013954,-3,,,,0,2.634157801436696,0.8477837528588972,177.02863216401295,0.7709472734477412,54,0.3866666666666666,4X + 3Z * 8X + 1Y / 7X
-49.665977,57.959473,-3,,,,0,1.6583261656664845,0.4409975772426563,152.25743594598782,0.5229814535770213,49,0.32,2X + 9Z - 7Y * 8Z - 5Y
-18.237953,78.54603,-3,,,,0,0.8681772810373682,0.1116153035351407,142.44660514958326,0.4247726032400668,82,0.76,2Y - 7Z - 2X * 2X + 7Z
-25.735792,-92.76661,-3,,,,0,1.6941815177636703,0.4559442760586624,105.68952247375152,0.0568250862309306,26,0.0133333333333333,1X * 8Z + 2Z + 2X / 5Y / 7Z / 3Y
78.68321,-1.4553095,-3,,,,0,2.881474055631115,0.9508802600059272,170.59968494015186,0.7065919167165111,71,0.6133333333333333,2X + 9X * 8Y + 2X * 5Y - 2Y * 1Z
14.603036,-58.57127,-3,,,,0,0.9742482145445788,0.1558321415672326,120.2748688329402,0.2028280219076065,28,0.04,7Y - 3Y * 9Z * 6X + 7Z * 5X + 6Y
14.63349,-52.58032,-3,,,,0,1.8240266971581605,0.5100716705926589,136.5456994244935,0.3657030729185165,29,0.0533333333333333,6X * 5Z * 8Y / 9X + 6Z / 7X + 5Z
53.748817,72.913994,-3,,,,0,2.813251544303291,0.9224409540265952,191.621718567481,0.9170276888879568,35,0.1333333333333333,1X - 1Z - 2Y * 9X
-28.859148,-87.485,-3,,,,0,0.8377799122923812,0.0989438252520963,191.82305793783928,0.9190431459374964,49,0.32,3Y / 4X + 7Y / 4Y * 8Z
64.39627,-17.357115,-3,,,,0,1.7502369321932312,0.4793115935574303,159.20691663512872,0.5925474794399396,90,0.8666666666666667,8Z + 5Y * 1Z + 9X + 3X * 2Z + 8Z
